# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
254, 42, 4374, 3670, 250, 109228, 8578, 338
255, 42, 4704, 3856, 250, 106264, 9768, 344
256, 40, 3888, 3594, 254, 166832, 8740, 360
257, 44, 3972, 4606, 250, 106886, 10592, 340
258, 38, 4124, 3640, 246, 174636, 9282, 336
259, 42, 4002, 3582, 246, 107594, 8634, 358
260, 40, 5820, 3968, 252, 168380, 11518, 338
261, 40, 4002, 3542, 248, 104930, 8692, 358
262, 40, 4074, 3338, 250, 108674, 8590, 336
263, 46, 5088, 3796, 248, 106514, 9752, 334
264, 42, 4002, 3564, 250, 105224, 8654, 334
265, 42, 4006, 4538, 254, 179058, 10708, 338
266, 42, 4136, 3700, 252, 105286, 9036, 338
267, 42, 3968, 3484, 248, 169290, 8716, 342
268, 40, 5832, 4064, 254, 104574, 11422, 336
269, 44, 3908, 3568, 250, 173424, 8766, 338
270, 42, 3968, 3554, 250, 129012, 10578, 342
271, 40, 4166, 3794, 244, 105950, 9338, 338
272, 40, 4150, 3640, 254, 107932, 8670, 348
273, 40, 4644, 4124, 250, 107642, 9814, 338
274, 40, 3926, 3534, 254, 175720, 8664, 338
275, 40, 3984, 4506, 244, 107796, 10856, 332
276, 42, 4152, 3598, 248, 174652, 9002, 358
277, 40, 3962, 3534, 252, 108324, 8626, 356
278, 42, 5840, 3970, 254, 164120, 11714, 338
279, 42, 4014, 3638, 250, 105824, 8738, 342
280, 44, 3954, 3402, 250, 108460, 8880, 358
281, 40, 5076, 4046, 252, 106654, 9834, 354
282, 38, 3916, 3550, 250, 105138, 8618, 338
283, 42, 3966, 4570, 252, 168542, 10668, 338
284, 40, 4160, 3788, 254, 106184, 9418, 334
285, 40, 4064, 3390, 254, 178940, 8724, 338
286, 40, 5838, 3858, 252, 106232, 11634, 334
287, 40, 3988, 3476, 252, 175648, 8768, 344
288, 40, 3962, 3516, 250, 108622, 8618, 354
289, 42, 4710, 3764, 252, 106422, 9764, 340
290, 42, 3988, 3702, 248, 134214, 7340, 286
291, 36, 3376, 3872, 212, 90154, 8950, 288
292, 36, 3586, 2974, 214, 148622, 7864, 294
293, 36, 3376, 2996, 216, 91786, 7654, 286
294, 36, 4950, 3346, 210, 140186, 9690, 284
295, 34, 3302, 2952, 214, 88440, 7308, 286
296, 36, 3352, 3018, 210, 146274, 7366, 284
297, 32, 3988, 3342, 216, 90738, 8314, 286
298, 34, 3320, 2864, 210, 88888, 7292, 286
299, 34, 3584, 3964, 210, 91596, 9028, 292
300, 36, 3590, 3142, 212, 89622, 7652, 286
301, 34, 3428, 2868, 212, 149084, 7398, 286
302, 34, 4938, 3458, 212, 88532, 9624, 286
303, 34, 3328, 3052, 214, 144328, 7444, 288
304, 34, 3396, 3002, 212, 91864, 7284, 284
305, 34, 3990, 3156, 212, 139662, 8290, 302
306, 34, 3308, 3048, 212, 89350, 7274, 288
307, 36, 3450, 3810, 212, 90950, 9150, 286
308, 34, 3658, 3254, 212, 90574, 8040, 286
309, 34, 3362, 2920, 212, 90824, 7538, 290
310, 34, 4962, 3338, 214, 142774, 9698, 286
311, 32, 3382, 2870, 210, 89006, 7370, 286
312, 36, 3496, 2792, 212, 910378, 9120, 288
313, 34, 3598, 3360, 212, 89238, 7628, 284
314, 36, 3380, 3100, 212, 138018, 7422, 290
315, 34, 4958, 3536, 214, 88918, 9680, 286
316, 36, 3296, 2992, 216, 88310, 7354, 286
317, 34, 3442, 3222, 212, 92510, 7284, 292
318, 36, 3958, 3438, 212, 90250, 8266, 288
319, 36, 3314, 2918, 212, 136742, 7498, 286
320, 36, 3364, 3718, 214, 90380, 8958, 288
321, 36, 3492, 3158, 212, 137546, 7744, 284
322, 38, 3388, 3056, 214, 91044, 7340, 302
323, 36, 4924, 3364, 210, 139026, 9646, 286
324, 34, 3314, 2958, 212, 89340, 7368, 286
325, 34, 3380, 2912, 214, 91822, 7328, 290
326, 36, 4116, 3370, 214, 91398, 8814, 306
327, 36, 3306, 2986, 212, 89416, 7502, 284
328, 36, 3420, 3856, 210, 140698, 9032, 286
329, 36, 3568, 3118, 208, 89180, 7976, 288
330, 34, 3372, 2908, 212, 139948, 7524, 290
331, 34, 4934, 3524, 212, 89516, 9646, 284
332, 36, 3306, 2986, 212, 140362, 7418, 286
333, 34, 3448, 3044, 212, 91182, 7318, 286
334, 34, 3982, 3124, 210, 90770, 8562, 286
335, 36, 3496, 3124, 216, 89384, 7586, 324
336, 36, 3404, 3822, 216, 91534, 9312, 284
337, 36, 3512, 3278, 212, 141850, 7948, 286
338, 34, 3358, 2862, 212, 91024, 7460, 286
339, 36, 4958, 3276, 212, 139822, 9846, 286
340, 34, 3320, 3044, 210, 89546, 7348, 286
341, 36, 3328, 3064, 212, 142492, 7402, 288
342, 34, 3956, 3322, 210, 90008, 8260, 286
343, 34, 3312, 2806, 212, 89752, 7448, 302
344, 36, 3496, 4292, 212, 92330, 8972, 286
345, 36, 3494, 3230, 214, 89560, 7600, 284
346, 36, 3362, 2926, 212, 145432, 7356, 286
347, 36, 4942, 3586, 212, 89050, 9656, 292
348, 36, 3302, 2946, 214, 141842, 7386, 286
349, 34, 3344, 3108, 212, 91336, 7410, 282
350, 36, 3978, 3226, 214, 139886, 8350, 288
351, 36, 3366, 2970, 212, 88944, 7304, 288
352, 34, 3366, 3922, 214, 89990, 8962, 288
353, 34, 3784, 3594, 214, 89208, 7642, 284
354, 36, 3348, 2942, 214, 100244, 7300, 286
355, 36, 3968, 3182, 212, 181086, 8414, 288
356, 34, 3362, 2962, 216, 88832, 7328, 288
357, 34, 3426, 3872, 214, 144070, 8994, 284
358, 36, 3574, 3200, 212, 89546, 7942, 300
359, 36, 3422, 2964, 212, 144262, 7442, 286
360, 36, 4946, 3308, 212, 88762, 9656, 284
361, 36, 3356, 2982, 212, 88122, 7350, 286
362, 36, 3500, 3166, 212, 91676, 7352, 286
363, 36, 3964, 3180, 212, 90266, 8348, 290
364, 36, 3376, 2884, 212, 140404, 7422, 288
365, 34, 3432, 3780, 212, 90840, 9146, 288
366, 34, 3608, 3198, 210, 143534, 7672, 294
367, 34, 3360, 3126, 210, 92418, 7508, 286
368, 36, 4010, 3122, 212, 140934, 8502, 288
369, 36, 3366, 3058, 214, 89194, 7304, 286
370, 36, 3370, 3746, 212, 90444, 8938, 286
371, 34, 3756, 3484, 212, 89598, 7726, 288
372, 36, 3328, 2958, 212, 91584, 7302, 290
373, 34, 4978, 3306, 212, 146042, 9720, 286
374, 34, 3310, 3012, 212, 89218, 7376, 290
375, 34, 3426, 2952, 214, 146474, 7328, 302
376, 34, 3972, 3396, 210, 89824, 8264, 288
377, 34, 3314, 2954, 212, 144500, 7380, 284
378, 34, 3362, 3912, 216, 90780, 8948, 288
379, 34, 3544, 3110, 212, 89444, 7808, 284
380, 34, 3410, 3178, 210, 92492, 7350, 300
381, 36, 4952, 3280, 214, 89044, 9648, 286
382, 36, 3304, 2904, 214, 146510, 7408, 286
383, 36, 3392, 2900, 214, 91162, 7296, 286
384, 34, 3994, 3268, 214, 143428, 8380, 286
385, 36, 3414, 2936, 214, 89530, 7328, 300
386, 34, 3372, 3824, 212, 147582, 9202, 286
387, 34, 3530, 3262, 212, 88850, 7624, 288
388, 36, 3310, 2796, 210, 91022, 7310, 286
389, 34, 5230, 3582, 212, 89994, 9646, 286
390, 36, 3314, 2996, 212, 88562, 7410, 286
391, 34, 3424, 2802, 214, 153664, 7336, 286
392, 34, 3934, 3228, 212, 89636, 8282, 288
393, 34, 3294, 2888, 210, 146006, 7370, 300
394, 36, 3356, 3846, 210, 91080, 9092, 288
395, 36, 3390, 3548, 210, 141464, 7762, 286
396, 34, 3392, 2940, 212, 90548, 7348, 286
397, 36, 4944, 3244, 214, 88596, 9656, 286
398, 36, 3578, 3206, 210, 88834, 7352, 304
399, 34, 3356, 3002, 208, 91128, 7300, 288
400, 36, 3454, 3024, 208, 140360, 7624, 284
401, 36, 3438, 2976, 210, 90782, 7282, 302
402, 36, 4946, 3346, 206, 146010, 9678, 288
403, 38, 3352, 3024, 214, 88350, 7356, 304
404, 36, 3352, 3060, 208, 149416, 7358, 286
405, 36, 3966, 3242, 212, 90028, 8260, 286
406, 36, 3398, 2852, 208, 89208, 7272, 300
407, 32, 3480, 3958, 212, 91658, 8950, 286
408, 34, 3540, 3190, 214, 89308, 7810, 288
409, 32, 3398, 2892, 212, 149216, 7382, 286
410, 34, 4936, 3226, 214, 89118, 9664, 286
411, 34, 3308, 2868, 214, 141046, 7408, 300
412, 34, 3348, 2980, 208, 92156, 7596, 284
413, 36, 4020, 3312, 212, 144766, 8378, 286
414, 36, 3404, 2926, 212, 89264, 7470, 298
415, 36, 3436, 3894, 212, 90054, 8968, 284
416, 32, 3898, 3476, 208, 90652, 7682, 288
