# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
334, 60, 150, 4260, 270, 17280, 270, 240
335, 90, 120, 4260, 270, 17220, 240, 270
336, 60, 150, 4260, 270, 17280, 270, 240
337, 60, 150, 4260, 270, 17280, 270, 240
338, 60, 120, 4290, 270, 17280, 240, 240
339, 60, 150, 4260, 270, 17280, 240, 270
340, 60, 150, 4260, 270, 17310, 240, 240
341, 60, 150, 4260, 270, 17250, 270, 240
342, 90, 120, 4260, 270, 17280, 270, 240
343, 60, 150, 4260, 270, 17280, 270, 240
344, 60, 150, 4260, 270, 17280, 270, 240
345, 60, 120, 4260, 270, 17250, 270, 240
346, 60, 150, 4260, 270, 17280, 270, 240
347, 60, 120, 4290, 270, 17250, 270, 240
348, 60, 150, 4260, 270, 17250, 270, 240
349, 60, 150, 4260, 330, 18150, 240, 240
350, 60, 150, 4290, 270, 17250, 270, 240
351, 60, 120, 4290, 240, 17550, 240, 240
352, 90, 120, 4290, 270, 17460, 270, 240
353, 60, 150, 4260, 270, 17340, 240, 240
354, 60, 150, 4260, 270, 17820, 330, 300
355, 90, 120, 4320, 240, 21120, 330, 300
356, 60, 150, 4260, 270, 17340, 270, 300
357, 60, 150, 4260, 240, 17340, 270, 240
358, 90, 120, 4260, 270, 17370, 270, 240
359, 60, 150, 4260, 270, 17250, 270, 240
360, 60, 120, 4290, 270, 17310, 270, 240
361, 90, 120, 4260, 270, 18240, 240, 240
362, 60, 150, 4260, 270, 17220, 270, 240
363, 90, 120, 4290, 240, 17280, 240, 240
364, 60, 150, 4260, 270, 17280, 270, 240
365, 60, 120, 4290, 240, 17280, 270, 240
366, 60, 150, 4260, 270, 17250, 270, 240
367, 60, 150, 4260, 270, 17280, 240, 240
368, 60, 150, 4260, 270, 17250, 270, 240
369, 60, 120, 4260, 270, 17280, 240, 240
370, 60, 120, 4290, 270, 17250, 240, 270
371, 60, 120, 4290, 240, 17280, 270, 240
372, 60, 120, 4290, 240, 17310, 240, 240
373, 60, 150, 4260, 240, 17280, 270, 240
374, 60, 150, 4260, 240, 17280, 270, 240
375, 90, 120, 4290, 240, 17310, 270, 240
376, 90, 120, 4260, 270, 17280, 270, 240
377, 60, 150, 4260, 270, 17250, 270, 240
378, 60, 120, 4290, 270, 17280, 270, 240
379, 60, 150, 4260, 270, 17310, 240, 270
380, 90, 120, 4290, 240, 17250, 270, 240
381, 60, 120, 4290, 270, 17250, 270, 240
382, 60, 150, 4260, 270, 17280, 270, 240
383, 60, 120, 4260, 270, 17280, 240, 270
384, 60, 120, 4290, 240, 17280, 270, 240
385, 60, 120, 4290, 240, 17280, 270, 240
386, 60, 120, 4260, 270, 17220, 270, 240
387, 60, 150, 4260, 270, 17280, 270, 240
388, 60, 150, 4260, 270, 17250, 270, 240
389, 60, 150, 4260, 270, 17280, 240, 240
390, 60, 150, 4260, 270, 17310, 240, 270
391, 60, 120, 4290, 270, 17220, 270, 240
392, 60, 120, 4290, 270, 17250, 270, 240
393, 60, 120, 4290, 240, 17250, 270, 240
394, 60, 120, 4290, 270, 17250, 240, 240
395, 60, 150, 4260, 270, 17250, 270, 240
396, 60, 150, 4260, 270, 17280, 240, 240
397, 90, 180, 5310, 330, 21600, 300, 300
398, 90, 180, 5340, 330, 21570, 330, 300
399, 90, 180, 5340, 330, 21630, 300, 330
400, 90, 150, 5340, 330, 21600, 300, 330
401, 60, 180, 5310, 330, 21570, 300, 300
402, 60, 180, 5370, 330, 21570, 300, 300
403, 90, 150, 5400, 330, 21690, 330, 300
404, 90, 180, 5340, 330, 21630, 330, 300
405, 90, 150, 5340, 330, 18060, 240, 270
406, 60, 150, 4260, 270, 17280, 240, 270
407, 60, 150, 4260, 270, 17220, 270, 240
408, 60, 150, 4260, 270, 17250, 240, 240
409, 60, 150, 4290, 240, 17310, 240, 240
410, 90, 120, 4260, 270, 17280, 240, 270
411, 60, 150, 4260, 270, 17280, 270, 240
412, 60, 120, 4290, 270, 17250, 270, 240
413, 60, 150, 4260, 270, 17190, 270, 240
414, 60, 150, 4260, 270, 17280, 270, 240
415, 60, 150, 4260, 270, 17250, 240, 240
416, 60, 120, 4290, 240, 17280, 240, 240
417, 90, 120, 4290, 270, 17250, 240, 240
418, 60, 150, 4260, 270, 17250, 240, 270
419, 60, 150, 4290, 270, 17220, 270, 240
420, 60, 150, 4260, 270, 17280, 270, 240
421, 60, 150, 4260, 270, 17220, 240, 240
422, 60, 150, 4290, 240, 17310, 240, 240
423, 60, 120, 4290, 270, 17250, 270, 240
424, 60, 150, 4290, 240, 17250, 270, 240
425, 60, 120, 4290, 270, 17220, 270, 240
426, 60, 150, 4260, 270, 17310, 240, 270
427, 60, 150, 4290, 240, 17250, 240, 270
428, 90, 120, 4260, 270, 17250, 240, 270
429, 60, 120, 4290, 270, 17250, 240, 240
430, 60, 120, 4290, 270, 17220, 270, 240
431, 60, 120, 4290, 240, 17250, 270, 240
432, 60, 150, 4260, 270, 17250, 270, 240
433, 60, 150, 4260, 270, 17310, 270, 240
434, 60, 120, 4290, 270, 17280, 240, 240
435, 60, 150, 4260, 270, 17280, 270, 240
436, 60, 120, 4290, 270, 17250, 240, 240
437, 60, 150, 4260, 270, 17280, 270, 240
438, 60, 150, 4260, 270, 17280, 270, 240
439, 60, 150, 4260, 270, 17280, 270, 240
440, 60, 150, 4260, 270, 17280, 270, 240
441, 60, 150, 4260, 270, 17280, 270, 240
442, 60, 120, 4290, 270, 17250, 270, 240
443, 60, 150, 4260, 270, 17250, 270, 240
444, 60, 150, 4260, 270, 17250, 270, 240
445, 60, 150, 4260, 270, 17310, 270, 240
446, 60, 120, 4290, 270, 17220, 270, 240
447, 60, 150, 4260, 270, 17250, 270, 240
448, 60, 150, 4260, 270, 17280, 270, 240
449, 90, 120, 4260, 270, 17250, 270, 240
450, 60, 150, 4260, 270, 17280, 240, 240
451, 60, 150, 4260, 270, 17310, 270, 240
452, 60, 120, 4290, 270, 17220, 270, 240
453, 60, 150, 4380, 240, 17820, 270, 240
454, 60, 120, 4290, 270, 17250, 270, 240
455, 60, 150, 4260, 240, 17250, 240, 240
456, 60, 150, 4260, 240, 17280, 270, 240
457, 60, 120, 4260, 270, 17250, 240, 270
458, 60, 120, 4260, 270, 17250, 270, 240
459, 60, 150, 4260, 270, 17250, 240, 240
460, 60, 120, 4260, 270, 17220, 270, 240
461, 60, 150, 4260, 270, 17220, 270, 240
462, 60, 120, 4260, 270, 17220, 270, 240
463, 60, 150, 4260, 270, 17220, 270, 240
464, 60, 120, 4290, 240, 17250, 270, 240
465, 60, 150, 4260, 270, 17250, 240, 240
466, 60, 150, 4260, 270, 17220, 240, 270
467, 60, 150, 4260, 240, 17250, 270, 240
468, 60, 120, 4260, 270, 17220, 270, 240
469, 60, 150, 4260, 270, 17220, 270, 240
470, 60, 120, 4260, 270, 17250, 240, 240
471, 60, 150, 4260, 270, 17250, 240, 240
472, 60, 150, 4260, 270, 17220, 240, 270
473, 60, 150, 4260, 240, 17250, 270, 240
474, 60, 120, 4260, 270, 17250, 270, 240
475, 60, 120, 4260, 270, 17220, 240, 240
476, 60, 150, 4260, 270, 17250, 240, 270
477, 60, 150, 4260, 270, 17250, 240, 270
478, 60, 150, 4260, 270, 17190, 240, 270
479, 60, 150, 4260, 270, 17220, 270, 240
480, 60, 120, 4260, 270, 17250, 270, 240
481, 60, 150, 4260, 270, 17190, 270, 240
482, 60, 120, 4260, 270, 17220, 270, 240
483, 60, 150, 4260, 270, 17220, 270, 240
484, 60, 120, 4260, 270, 17220, 270, 240
485, 60, 150, 4260, 270, 17220, 270, 240
486, 60, 150, 4260, 270, 17250, 270, 240
487, 60, 150, 4260, 270, 17220, 240, 240
488, 60, 120, 4260, 270, 17220, 270, 240
489, 60, 150, 4260, 270, 17250, 270, 240
490, 60, 150, 4260, 240, 17250, 240, 240
491, 60, 150, 4260, 240, 17250, 240, 240
492, 60, 120, 4260, 270, 17280, 270, 240
493, 60, 150, 4260, 270, 17220, 270, 240
494, 60, 150, 4260, 270, 17250, 270, 240
495, 60, 150, 4260, 270, 17220, 240, 270
496, 60, 150, 4260, 240, 17250, 240, 240
497, 60, 120, 4290, 240, 17250, 270, 240
498, 90, 120, 4260, 270, 17220, 240, 270
499, 60, 150, 4320, 240, 17370, 270, 240
500, 60, 150, 4260, 270, 17250, 270, 240
501, 60, 150, 4260, 240, 17250, 270, 240
502, 60, 120, 4290, 270, 17190, 270, 240
503, 60, 150, 4260, 270, 17220, 270, 240
504, 60, 150, 4260, 270, 17220, 240, 240
505, 60, 150, 4260, 270, 17220, 270, 240
506, 60, 120, 4290, 240, 17250, 270, 240
507, 60, 120, 4290, 240, 17250, 240, 240
508, 60, 120, 4290, 270, 17190, 270, 240
509, 60, 120, 4260, 270, 17280, 270, 240
510, 60, 120, 4260, 270, 17220, 270, 240
511, 60, 150, 4260, 270, 17190, 270, 240
512, 60, 120, 4290, 240, 17250, 270, 240
513, 60, 150, 4260, 270, 17190, 270, 240
514, 60, 150, 4260, 270, 17220, 270, 240
515, 60, 120, 4290, 240, 17220, 270, 240
516, 60, 150, 4260, 270, 17220, 270, 240
517, 90, 120, 4260, 270, 17220, 270, 240
518, 60, 120, 4290, 270, 17250, 270, 240
519, 60, 120, 4290, 240, 17220, 240, 240
