# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
470, 48, 222, 2690, 248, 24812, 974, 1028
471, 50, 218, 2686, 244, 24778, 968, 1030
472, 48, 220, 2698, 246, 24856, 968, 1028
473, 50, 218, 2688, 248, 24804, 962, 1024
474, 50, 218, 2728, 244, 24866, 968, 1020
475, 48, 220, 2698, 244, 24754, 966, 1022
476, 48, 222, 2720, 250, 24816, 964, 1020
477, 48, 216, 2676, 244, 24896, 962, 1022
478, 50, 218, 2694, 248, 24832, 966, 1030
479, 50, 222, 2690, 244, 24762, 964, 1020
480, 50, 218, 2668, 244, 24834, 972, 1026
481, 48, 222, 2690, 244, 24810, 970, 1016
482, 50, 218, 2694, 250, 24812, 966, 1024
483, 48, 220, 2684, 246, 24864, 962, 1024
484, 50, 220, 2684, 244, 24802, 970, 1022
485, 48, 222, 2682, 246, 24834, 970, 1022
486, 50, 218, 2720, 244, 24794, 970, 1024
487, 50, 218, 2684, 250, 24826, 968, 1016
488, 52, 216, 2690, 244, 24828, 968, 1020
489, 52, 218, 2690, 248, 24808, 974, 1018
490, 50, 218, 2688, 250, 24822, 970, 1028
491, 50, 218, 2690, 250, 24828, 964, 1016
492, 50, 220, 2690, 242, 24830, 962, 1026
493, 50, 216, 2690, 246, 24752, 962, 1020
494, 48, 220, 2698, 244, 24818, 972, 1024
495, 50, 220, 2688, 252, 24842, 964, 1016
496, 48, 220, 2688, 244, 24824, 968, 1020
497, 48, 220, 2690, 244, 24766, 962, 1030
498, 52, 218, 2684, 244, 24832, 968, 1024
499, 48, 222, 2680, 250, 24796, 968, 1034
500, 50, 220, 2688, 246, 24822, 964, 1020
501, 50, 220, 2676, 248, 24838, 964, 1022
502, 50, 224, 2682, 248, 24806, 968, 1028
503, 50, 218, 2686, 244, 24870, 964, 1020
504, 48, 222, 2714, 246, 24854, 964, 1022
505, 50, 218, 2688, 246, 24874, 964, 1018
506, 52, 218, 2688, 248, 24868, 968, 1026
