Platform, cli, lgdt, prot, in 32, id map, long, in 64
KVM Noserial,   29, 159,53872, 190,240521, 650, 156
KVM Noserial,   29, 159,54288, 187,273774, 674, 155
KVM Noserial,   86, 158,55797, 188,248120, 674, 155
KVM Noserial,   27, 169,55830, 193,248786, 666, 166
KVM Noserial,   27, 169,55415, 196,247448, 663, 166
KVM Noserial,   27, 158,55690, 196,248905, 663, 166
KVM Noserial,   86, 161,55545, 196,246792, 674, 155
KVM Noserial,   27, 169,55780, 193,247086, 663, 169
KVM Noserial,   75, 169,56555, 196,247529, 660, 169
KVM Noserial,   27, 158,55738, 175,248031, 663, 169
KVM Noserial,   27, 169,55515, 182,246747, 663, 169
KVM Noserial,   27, 169,55964, 196,247645, 663, 166
KVM Noserial,   27, 169,55792, 196,247220, 674, 155
KVM Noserial,   27, 169,55970, 193,248762, 663, 166
KVM Noserial,   27, 169,55492, 193,248114, 663, 166
KVM Noserial,   27, 155,55946, 196,247769, 660, 166
KVM Noserial,   86, 172,55917, 196,247184, 663, 166
KVM Noserial,   38, 158,55904, 193,248052, 663, 166
KVM Noserial,   27, 169,56125, 193,246997, 660, 169
KVM Noserial,   27, 169,55798, 193,272634, 647, 159
KVM Noserial,   31, 159,54115, 188,239873, 647, 159
KVM Noserial,   86, 172,55810, 196,248489, 674, 155
KVM Noserial,   81, 162,54054, 187,240047, 647, 156
KVM Noserial,   31, 159,54095, 190,239336, 647, 159
KVM Noserial,   81, 159,54071, 185,287303, 650, 156
KVM Noserial,   81, 162,53681, 185,240647, 645, 156
KVM Noserial,   81, 162,53681, 188,239642, 650, 156
KVM Noserial,   29, 159,53970, 188,239630, 644, 159
KVM Noserial,   31, 159,53820, 188,331243, 647, 156
KVM Noserial,   29, 161,53511, 191,239486, 647, 156
KVM Noserial,   81, 162,53704, 185,240338, 642, 156
KVM Noserial,   29, 161,53419, 188,239728, 650, 156
KVM Noserial,   81, 164,53803, 188,240006, 647, 156
KVM Noserial,   81, 162,54129, 193,241182, 650, 156
KVM Noserial,   29, 161,54369, 185,239706, 647, 156
KVM Noserial,   29, 159,53731, 190,240006, 647, 159
KVM Noserial,   29, 159,53823, 187,239706, 650, 156
KVM Noserial,   29, 161,54144, 185,239154, 650, 156
KVM Noserial,   81, 159,53944, 188,239893, 647, 156
KVM Noserial,   86, 158,56085, 185,251106, 663, 169
KVM Noserial,   29, 159,54207, 188,240708, 647, 156
KVM Noserial,   29, 159,116627, 194,244096, 650, 156
