# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
314, 38, 2926, 3800, 228, 140448, 7106, 152
315, 76, 2888, 3876, 228, 88236, 7068, 190
316, 38, 2926, 3800, 228, 88236, 7068, 190
317, 38, 2964, 3876, 266, 88236, 7068, 190
318, 38, 2926, 3800, 228, 88198, 7106, 190
319, 38, 2926, 3800, 266, 142614, 7068, 190
320, 76, 2926, 3876, 228, 88388, 7106, 190
321, 76, 2888, 3800, 266, 145122, 7068, 190
322, 38, 2926, 3838, 266, 88350, 7068, 190
323, 38, 2926, 3800, 266, 140942, 7068, 190
324, 76, 2888, 3838, 266, 88388, 7106, 190
325, 38, 2926, 3800, 266, 88312, 7106, 190
326, 38, 2964, 3876, 266, 88350, 7068, 190
327, 38, 2926, 3838, 228, 88350, 7106, 152
328, 38, 2926, 3800, 228, 133836, 7106, 190
329, 38, 2926, 3800, 266, 88274, 7030, 190
330, 76, 2888, 3800, 266, 140296, 7068, 190
331, 38, 2926, 3838, 266, 88312, 7068, 152
332, 38, 2926, 3762, 266, 139688, 7068, 190
333, 76, 2888, 3838, 266, 88236, 7068, 190
334, 76, 2888, 3838, 228, 88122, 7106, 190
335, 38, 2964, 3838, 266, 88160, 7106, 190
336, 76, 2926, 3800, 266, 88198, 7068, 190
337, 76, 2926, 3800, 266, 146414, 7106, 190
338, 76, 2888, 3838, 266, 88274, 7030, 190
339, 38, 2926, 3800, 228, 145882, 7106, 152
340, 76, 2888, 3876, 266, 88312, 7030, 190
341, 76, 2888, 3800, 266, 147098, 7068, 190
342, 76, 2888, 3838, 266, 88274, 7068, 190
343, 76, 2888, 3838, 228, 88350, 7144, 190
344, 76, 2964, 3876, 266, 88274, 7068, 190
345, 76, 2888, 3838, 228, 88388, 7068, 190
346, 38, 2926, 3800, 266, 142652, 7068, 190
347, 38, 2926, 3800, 266, 88274, 7068, 190
348, 38, 2926, 3800, 228, 141702, 7106, 190
349, 76, 2926, 3800, 266, 88350, 7030, 190
350, 76, 2888, 3800, 266, 138206, 7068, 190
351, 76, 2888, 3838, 228, 88540, 7030, 190
352, 76, 2926, 3800, 266, 88388, 7296, 190
353, 38, 3002, 3876, 228, 88350, 7068, 190
354, 76, 2888, 3800, 266, 88236, 7068, 190
355, 76, 2888, 3838, 228, 137560, 163400, 190
356, 76, 2888, 3876, 266, 88350, 7106, 190
357, 38, 2926, 3800, 266, 141360, 7106, 190
358, 38, 2926, 3800, 266, 88274, 7144, 190
359, 76, 2888, 3800, 266, 139688, 7144, 152
360, 38, 2926, 3838, 266, 88198, 7030, 190
361, 38, 2888, 3838, 228, 88122, 7030, 190
362, 38, 2964, 3876, 228, 88426, 7106, 190
363, 76, 2850, 3838, 266, 88274, 7182, 190
364, 38, 2888, 3838, 266, 141968, 7106, 152
365, 76, 2926, 3876, 228, 88274, 7068, 190
366, 38, 2926, 3800, 266, 150746, 8854, 228
367, 38, 2926, 3838, 228, 88160, 7068, 190
368, 76, 2888, 3838, 228, 137636, 7030, 190
369, 76, 2888, 3838, 266, 88274, 7030, 190
370, 76, 2926, 3762, 266, 88198, 7106, 152
371, 76, 2926, 3838, 228, 88160, 7144, 190
372, 76, 2888, 3838, 266, 88160, 7030, 190
373, 76, 2888, 3838, 228, 138358, 7106, 190
374, 38, 2926, 3876, 266, 88730, 7068, 190
375, 38, 2888, 3838, 228, 140904, 7068, 190
376, 76, 2926, 3838, 228, 88198, 7106, 190
377, 38, 2926, 3762, 266, 141094, 7068, 190
378, 76, 2888, 3876, 228, 88274, 7068, 190
379, 38, 2926, 3762, 266, 88198, 7068, 152
380, 76, 2964, 3838, 228, 88236, 7068, 190
381, 76, 2888, 3838, 266, 88578, 7106, 152
382, 38, 2926, 3800, 266, 139004, 7106, 190
383, 38, 2926, 3800, 266, 88236, 7030, 190
384, 38, 2926, 3800, 266, 134786, 7068, 190
385, 76, 2888, 3876, 266, 88274, 7106, 190
386, 76, 2926, 3800, 266, 146110, 7068, 152
387, 38, 2926, 3838, 266, 88236, 7068, 190
388, 76, 2926, 3800, 266, 88160, 7068, 190
389, 38, 3002, 3838, 266, 89376, 8702, 228
390, 38, 2888, 3800, 266, 87628, 7030, 190
391, 76, 2850, 3800, 266, 136648, 7068, 190
392, 76, 2850, 3838, 228, 87818, 7030, 190
393, 76, 2888, 3762, 266, 142500, 7030, 190
394, 76, 2888, 3800, 266, 87704, 7030, 190
395, 76, 2888, 3800, 266, 134748, 7030, 190
396, 38, 2888, 3800, 266, 87742, 7068, 190
397, 38, 2888, 3800, 266, 87666, 7030, 190
398, 38, 3002, 3838, 228, 87666, 7030, 190
399, 76, 2888, 3762, 266, 87666, 7030, 190
400, 76, 2888, 3800, 266, 141018, 7030, 190
401, 38, 2888, 3838, 228, 87742, 7030, 190
402, 76, 2850, 3800, 266, 135242, 7030, 152
403, 38, 2926, 3800, 266, 87704, 7030, 190
404, 76, 2888, 3762, 266, 140296, 7068, 190
405, 38, 2888, 3838, 228, 87742, 7030, 190
406, 76, 2888, 3800, 228, 87666, 7068, 190
407, 38, 2926, 3838, 266, 87742, 7068, 190
408, 76, 2888, 3762, 266, 87590, 7068, 190
409, 76, 2888, 3800, 228, 144210, 7068, 190
410, 76, 2888, 3800, 228, 87704, 6992, 190
411, 76, 2888, 3800, 266, 141436, 7410, 228
412, 38, 2888, 3838, 228, 87742, 6992, 190
413, 76, 2888, 3800, 266, 134900, 7106, 152
414, 76, 2888, 3838, 228, 87780, 7030, 152
415, 38, 2888, 3800, 228, 87666, 7030, 190
416, 76, 2888, 3838, 228, 87856, 7106, 190
417, 76, 2888, 3838, 228, 87704, 7030, 190
418, 38, 2888, 3800, 266, 135926, 7068, 190
419, 76, 2888, 3800, 266, 87628, 7068, 190
420, 38, 2888, 3800, 266, 140448, 6992, 190
421, 76, 2888, 3800, 266, 87704, 6992, 190
422, 38, 2888, 3800, 266, 140638, 6992, 190
423, 38, 2888, 3838, 228, 87818, 7030, 190
424, 38, 2888, 3838, 228, 87742, 6992, 190
425, 76, 2888, 3838, 228, 87742, 7030, 152
426, 76, 2850, 3838, 228, 87590, 6992, 190
427, 76, 2888, 3762, 266, 140410, 7030, 190
428, 76, 2888, 3762, 266, 87704, 7030, 190
429, 38, 2888, 3800, 228, 141930, 7068, 190
430, 76, 2888, 3800, 266, 87704, 7030, 190
431, 38, 2926, 3800, 228, 139688, 7030, 190
432, 76, 2888, 3800, 228, 97736, 7030, 190
433, 38, 2888, 3800, 266, 87704, 7068, 190
434, 38, 3002, 3800, 266, 87704, 7030, 190
435, 38, 2888, 3838, 228, 87628, 7068, 190
436, 38, 2888, 3800, 228, 135584, 7068, 190
437, 38, 2888, 3800, 228, 87780, 7030, 190
438, 38, 2888, 3800, 228, 138358, 7068, 190
439, 38, 2888, 3800, 228, 87742, 7068, 152
440, 76, 2888, 3800, 228, 137256, 7068, 190
441, 38, 2888, 3800, 228, 87742, 7030, 190
442, 38, 2888, 3800, 266, 87666, 7030, 152
443, 76, 2964, 3800, 266, 87552, 7030, 152
444, 76, 2888, 3762, 266, 87666, 6992, 190
445, 76, 2888, 3762, 266, 138852, 7068, 190
446, 38, 2888, 3838, 228, 87666, 7030, 190
447, 76, 2888, 3800, 228, 135774, 7106, 190
448, 76, 2888, 3838, 266, 87628, 7030, 190
449, 76, 2888, 3762, 266, 144096, 7258, 190
450, 38, 2888, 3838, 266, 87742, 7068, 152
451, 76, 2888, 3800, 266, 87742, 7030, 190
452, 76, 2926, 3800, 266, 87666, 7030, 190
453, 76, 2850, 3838, 228, 87666, 7030, 190
454, 76, 2888, 3800, 228, 140296, 7030, 190
455, 76, 2888, 3838, 228, 87628, 7030, 152
456, 38, 2926, 3800, 266, 141588, 7030, 190
457, 76, 2888, 3838, 228, 87742, 7030, 190
458, 76, 2888, 3800, 228, 137142, 7030, 190
459, 76, 2888, 3800, 266, 87666, 7030, 190
460, 38, 2888, 3800, 266, 87514, 6992, 190
461, 76, 2926, 3800, 228, 87590, 7030, 190
462, 38, 2888, 3800, 266, 87666, 7068, 190
463, 38, 2888, 3838, 228, 136572, 7030, 190
464, 38, 2888, 3800, 266, 87628, 7030, 190
465, 76, 2888, 3762, 266, 140980, 7030, 190
466, 76, 2888, 3800, 266, 87628, 6992, 190
467, 76, 2888, 3762, 228, 143488, 7068, 190
468, 76, 2888, 3800, 266, 87742, 7030, 190
469, 38, 2926, 3914, 266, 87970, 7030, 152
470, 76, 2926, 3838, 266, 87628, 7030, 152
471, 38, 2888, 3800, 228, 87590, 6992, 190
472, 76, 2888, 3762, 228, 141550, 7030, 190
473, 38, 2888, 3838, 228, 87628, 7030, 190
474, 76, 2888, 3762, 266, 135432, 7030, 190
475, 76, 2850, 3800, 266, 87742, 6992, 190
476, 76, 2888, 3800, 266, 139194, 7030, 190
477, 38, 2926, 3838, 266, 87628, 7030, 190
478, 38, 2888, 3800, 266, 87590, 6992, 190
479, 38, 2964, 3800, 228, 88008, 6992, 190
480, 76, 2888, 3762, 266, 87628, 7030, 190
481, 76, 2888, 3762, 228, 135508, 7068, 190
482, 38, 2888, 3800, 266, 87590, 6992, 190
483, 38, 2888, 3800, 228, 138624, 7030, 190
484, 76, 2888, 3800, 228, 87666, 7030, 152
485, 76, 2888, 3800, 228, 137294, 6954, 190
486, 76, 2850, 3838, 228, 87704, 6992, 190
487, 76, 2888, 3762, 228, 87628, 7030, 190
488, 76, 2926, 3800, 266, 87552, 6992, 152
489, 76, 2888, 3762, 266, 87628, 6992, 190
490, 38, 2926, 3762, 266, 141246, 7068, 152
491, 38, 2888, 3800, 266, 87742, 7030, 190
492, 76, 2850, 3800, 228, 140372, 7030, 190
493, 38, 2888, 3838, 228, 87856, 6992, 190
494, 76, 2888, 3762, 266, 137066, 6992, 190
495, 38, 2888, 3838, 266, 87894, 7030, 190
496, 76, 2888, 3800, 228, 87704, 6992, 190
497, 76, 2926, 3800, 266, 87780, 6992, 190
498, 76, 2850, 3762, 266, 87704, 6992, 152
499, 76, 2850, 3800, 228, 139384, 7030, 190
500, 76, 2888, 3800, 228, 87780, 7030, 190
501, 76, 2888, 3762, 266, 138358, 7030, 152
502, 38, 2888, 3800, 266, 87742, 7030, 152
503, 38, 2888, 3800, 266, 136344, 7030, 190
504, 38, 2888, 3800, 266, 87742, 6992, 152
505, 76, 2888, 3800, 266, 87666, 7068, 190
506, 76, 2926, 3838, 228, 87666, 6992, 190
507, 38, 2888, 3800, 266, 87704, 6992, 190
